,time,type,y
466,2022/05/22,L2_YAU_TSIM_MONG_out,823.0
467,2022/05/23,L2_YAU_TSIM_MONG_out,836.0
468,2022/05/24,L2_YAU_TSIM_MONG_out,1260.0
469,2022/05/25,L2_YAU_TSIM_MONG_out,902.0
470,2022/05/26,L2_YAU_TSIM_MONG_out,990.0
471,2022/05/27,L2_YAU_TSIM_MONG_out,1097.0
472,2022/05/28,L2_YAU_TSIM_MONG_out,378.0
473,2022/05/29,L2_YAU_TSIM_MONG_out,727.0
474,2022/05/30,L2_YAU_TSIM_MONG_out,809.0
475,2022/05/31,L2_YAU_TSIM_MONG_out,258.0
476,2022/05/18,L2_YUEN_LONG_in,323.0
477,2022/05/19,L2_YUEN_LONG_in,295.0
478,2022/05/20,L2_YUEN_LONG_in,262.0
479,2022/05/21,L2_YUEN_LONG_in,220.0
480,2022/05/22,L2_YUEN_LONG_in,53.0
481,2022/05/23,L2_YUEN_LONG_in,252.0
482,2022/05/24,L2_YUEN_LONG_in,279.0
483,2022/05/25,L2_YUEN_LONG_in,460.0
484,2022/05/26,L2_YUEN_LONG_in,380.0
485,2022/05/27,L2_YUEN_LONG_in,222.0
486,2022/05/28,L2_YUEN_LONG_in,246.0
487,2022/05/29,L2_YUEN_LONG_in,62.0
488,2022/05/30,L2_YUEN_LONG_in,249.0
489,2022/05/31,L2_YUEN_LONG_in,256.0
490,2022/05/18,L2_YUEN_LONG_out,1621.0
491,2022/05/19,L2_YUEN_LONG_out,1186.0
492,2022/05/20,L2_YUEN_LONG_out,829.0
493,2022/05/21,L2_YUEN_LONG_out,406.0
494,2022/05/22,L2_YUEN_LONG_out,517.0
495,2022/05/23,L2_YUEN_LONG_out,1517.0
496,2022/05/24,L2_YUEN_LONG_out,2189.0
497,2022/05/25,L2_YUEN_LONG_out,2494.0
498,2022/05/26,L2_YUEN_LONG_out,1353.0
499,2022/05/27,L2_YUEN_LONG_out,1192.0
500,2022/05/28,L2_YUEN_LONG_out,504.0
501,2022/05/29,L2_YUEN_LONG_out,804.0
502,2022/05/30,L2_YUEN_LONG_out,1862.0
503,2022/05/31,L2_YUEN_LONG_out,350.0
504,2022/05/18,L2_YUEN_LON_in,2.0
505,2022/05/19,L2_YUEN_LON_in,0.0
